gene,ctd,number of occurrences
TBC1D14,NDE,229
TXK,NDE,229
LINC02067,NF,229
HPSE2,NDE,229
KCNH8,NDE,228
CFH,NDE,228
GPRC5D-AS1,NF,228
OSBPL1A,NDE,228
RBL2,NDE,228
BICD1,NDE,227
ITM2A,NDE,227
LOC105374224,NF,226
IL6ST,NDE,226
HDAC9,NDE,226
LOC105371006,NF,225
TRPC1,NDE,225
LOC107986971,NF,224
USP2-AS1,NF,224
RNF128,NDE,224
MYZAP,NDE,223
DGKB,NF,223
LOC105373404,NF,223
LOC105378102,NF,223
NOSIP,NDE,222
NUP50-AS1,NF,222
LOC283140,NF,222
LINC00640,NF,221
LOC105375746,NF,220
GDPD4,NF,220
B3GALT1,NDE,219
CACNA1F,NF,219
LOC105371427,NF,219
MYO3B,NDE,219
LOC101929256,NF,219
ADGRD2,NDE,219
GRIK2,NDE,218
LOC105379080,NF,218
DNAH6,NF,218
LINC00437,NF,218
LOC107984685,NF,217
LOC105370425,NF,217
LINC01608,NF,217
MAP3K20,NDE,217
MSR1,NDE,217
LOC105379300,NF,217
NOS1AP,NDE,217
LOC105375302,NF,217
IQCE,NDE,217
MAP3K20-AS1,NF,217
LOC105371604,NF,217
LOC105376250,NF,216
RPAP2,NDE,216
LOC100996517,NF,216
FAM185A,NDE,215
PPM1A,NDE,215
LOC105372551,NF,215
LOC107987245,NF,215
LOC105377295,NF,214
LOC105378516,NF,213
SYNPR,NDE,213
GRHL3,NDE,213
NEGR1,NDE,212
FYCO1,NDE,212
LOC101927216,NF,212
OTOGL,NDE,212
IL36RN,NF,212
LOC107986442,NF,211
LOC105372363,NF,211
DPP10,NF,211
GALNTL6,NF,210
ALG13,NDE,209
HEMK1,NDE,209
LRRK2,NDE,209
LRRC31,NDE,208
GLT6D1,NDE,207
ARSH,NF,207
LOC105373777,NF,207
LOC646383,NF,207
LINC00423,NF,207
KIAA0825,NDE,206
LOC101927086,NF,206
PRKCH,NDE,206
C4orf46,NF,206
LOC105378909,NF,206
RGS20,NDE,206
LOC102725112,NF,206
LINC00687,NF,206
LOC105371756,NF,205
RBMS3,NDE,205
NRXN1,NDE,204
RAB37,NDE,204
LOC105370655,NF,204
SETD3,NDE,203
LOC107985985,NF,203
LOC105370210,NF,203
XGY2,NF,203
SLC12A3,NDE,203
DPYS,NDE,202
FGF5,NDE,202
C1orf87,NF,202
CTNNBL1,NDE,201
TMPRSS7,NDE,201
NDFIP2,NDE,201
LOC107986178,NF,201
VIT,NDE,200
ZNF677,NDE,200
PARM1,NDE,200
RIT2,NF,199
C1orf146,NF,199
HELZ,NDE,199
LCOR,NDE,198
SLC35F3,NDE,198
C10orf12,NF,198
MYO16,NDE,197
LOC105375850,NF,197
LOC105374005,NF,197
APOB,NDE,197
LOC105374007,NF,197
LOC105370958,NF,197
LOC105374557,NF,197
C10orf90,NF,197
KCNAB1,NDE,197
LOC105371814,NF,196
LARGE1,NDE,196
LINC00850,NF,196
SHC4,NF,196
LOC105370450,NF,196
LIVAR,NF,196
LOC107984681,NF,196
LINC01909,NF,196
BZW2,NDE,196
RORA,NDE,196
LHFPL3,NDE,195
AGBL4,NDE,195
HCRTR2,NF,195
LOC105377865,NF,195
ARHGAP28,NDE,194
CCDC85C,NDE,194
SPAG16,NDE,194
DISC1FP1,NF,194
MAP2,NDE,194
PARD3B,NDE,193
TMEM72-AS1,NF,193
MRAP2,NDE,193
LOC105375638,NF,192
DAB1,NDE,192
LOC105375751,NF,192
LOC107984527,NF,191
DDI1,NF,191
RPL31,NDE,191
FGF2,NDE,191
LOC107985715,NF,191
FANCF,NDE,191
LRRC8C,NDE,191
ZNF527,NDE,191
RAB11FIP2,NDE,190
LOC101928617,NF,190
ESRRG,NDE,190
LOC107984023,NF,190
DYRK1A,NDE,190
LOC107984182,NF,190
TMEM132D-AS2,NF,190
NUP205,NDE,190
TIMM8B,NDE,190
SDHD,NDE,190
ATP8B5P,NF,189
RAD51B,NDE,189
BCORL1,NDE,188
MIR331,NDE,188
PP2D1,NF,188
RAB5A,NDE,188
LMO2,NDE,188
ERCC6,NDE,188
TNS3,NDE,187
IL20RA,NDE,187
GRK3,NDE,187
TMEM132C,NF,187
RAB6A,NDE,187
NDST4,NDE,187
TMEM9B-AS1,NF,186
GCNT1,NDE,186
CASP1P2,NF,186
LOC105376479,NF,185
NTNG1,NDE,185
TENM3,NDE,185
LOC441204,NF,185
PIP4K2B,NDE,185
CHIC1,NDE,185
LOC107983953,NF,185
CRYAB,NDE,184
POP1,NDE,184
CRAT37,NF,184
GRIK4,NDE,183
LRP11,NDE,183
ALK,NDE,183
PPP2R5E,NDE,183
SLC25A6,NDE,183
EPHA4,NDE,182
LOC101929200,NF,182
LOC102723370,NF,182
C15orf39,NF,182
LOC100130451,NF,182
LINC01343,NF,182
LOC105370913,NF,182
LOC107984998,NF,182
CXorf57,NF,181
SV2C,NDE,181
CCDC192,NF,181
FEZ2,NDE,181
LOC107986479,NF,180
LOC105375416,NF,180
BCAT1,NDE,180
TSPEAR-AS1,NF,179
PKD1L2,NDE,179
LOC105371833,NF,179
TIAM1,NDE,179
LOC105372191,NF,179
GREB1L,NDE,178
LOC105375772,NF,178
NPAS3,NDE,178
LOC101928272,NF,178
ABCB4,NDE,178
FPGT-TNNI3K,NF,177
DICER1,NDE,177
LOC105376755,NF,177
LOC101927043,NF,177
TNNI3K,NDE,177
ZC3H12B,NDE,176
LOC105379311,NF,176
LOC105378768,NF,176
TSPYL4,NDE,175
SHTN1,NDE,174
TAF1C,NF,174
C1QBP,NDE,174
SLC24A3,NDE,174
SHISAL1,NDE,174
DESI2,NDE,173
SOCS7,NDE,173
LINC02112,NF,173
LOC107984380,NF,173
SLC13A1,NDE,172
GXYLT1,NDE,172
LINC00290,NF,172
MSL1,NDE,172
KIAA1211,NF,172
LOC105369668,NF,172
NUP50,NDE,171
LOC105373064,NF,171
LOC107985440,NF,171
CACNB2,NDE,171
CNTNAP4,NDE,170
FOXP1,NDE,170
BRCA1,NDE,170
KALRN,NDE,169
G6PC2,NDE,169
FGFR2,NDE,169
C1QTNF3-AMACR,NF,169
FAM183A,NF,169
APBA2,NDE,168
SRGAP1,NDE,168
LOC105374165,NF,168
TPCN2,NDE,167
LOC105370503,NF,167
LOC105379310,NF,167
BBOF1,NDE,167
STARD13,NDE,166
LINC01128,NDE,166
LOC107984850,NF,166
CHD7,NDE,165
SNAP25,NDE,165
SNORD161,NF,165
RAP1GDS1,NDE,165
LINC02169,NF,164
OPRD1,NDE,164
CD209,NDE,163
PROX1-AS1,NF,163
LOC107984604,NF,163
TNIK,NDE,163
LOC105376624,NF,163
LIMS1,NDE,163
GUSBP1,NDE,163
LOC102546299,NF,162
ACO1,NDE,162
ABCG5,NDE,162
MACROD2,NDE,162
MCM4,NDE,162
ABCG8,NDE,162
C8orf76,NF,162
SCARA5,NDE,162
LOC105375955,NF,161
RAG1,NDE,161
URB1,NDE,161
STX8,NDE,161
LDLRAD4,NDE,161
RASL12,NDE,161
PRKCQ,NF,160
ADARB2,NDE,160
LOC105374714,NF,160
CDH2,NDE,160
ABCC5,NDE,160
ABHD14B,NDE,160
EBF1,NDE,160
YIPF2,NDE,160
MAP6,NDE,160
UNC5C,NDE,159
EXT1,NDE,159
RNF150,NDE,159
ADAMTS16,NDE,159
LOC107986980,NF,158
PRKG1,NDE,158
CTNNBIP1,NDE,158
KCNH5,NDE,158
ST8SIA3,NDE,158
USP12,NDE,158
LOC105370652,NF,157
SSTR3,NDE,157
LOC105371521,NF,157
LOC105375238,NF,157
G2E3-AS1,NF,156
CWC25,NDE,156
CCDC171,NDE,156
CALN1,NDE,156
EZH2,NDE,156
FREM1,NDE,156
SEL1L3,NDE,155
USP12-AS1,NF,155
DIRC3,NDE,155
CACNA1D,NDE,155
CAMK2D,NDE,155
PCDH15,NDE,155
LOC105370324,NF,155
MARCH1,NDE,154
SMYD3,NDE,153
NCOA2,NDE,153
NALCN,NDE,153
LINC00544,NF,153
LOC105377891,NF,153
TBC1D31,NDE,153
LIMS1-AS1,NF,153
PRKCA,NDE,152
LOC107984207,NF,152
FAM153C,NF,151
LOC105377862,NF,151
LOC107984471,NF,151
LINC01512,NF,150
SRPX2,NDE,150
AGPAT3,NDE,150
LINC02313,NF,150
LINC02388,NF,150
SP110,NDE,150
LOC105372174,NF,150
FGR,NDE,149
SLC6A3,NDE,149
ABHD2,NDE,149
LOC100506869,NF,149
UNC5D,NDE,149
GRIP1,NDE,148
ROBO2,NDE,148
CNR1,NDE,148
CORIN,NDE,148
CYP2J2,NDE,147
LOC105369463,NF,147
ZNF679,NF,147
DLGAP1-AS2,NDE,147
LRMDA,NDE,147
LOC105378859,NF,147
DOCK10,NDE,146
C12orf54,NF,146
LMX1A,NDE,146
LINC00355,NF,146
CDCP2,NDE,146
PRRX2,NDE,145
KREMEN1,NDE,145
PRRX2-AS1,NF,145
LOC107984238,NF,145
LOC100507388,NF,145
STX3,NDE,144
LRRC20,NDE,144
SPP1,NDE,144
CTNNA2,NDE,144
LOC107986182,NF,143
LOC105371464,NF,143
LOC102723966,NF,143
ARMC3,NF,143
ASIC2,NDE,143
FCRL6,NF,143
FAM173B,NDE,142
TNFSF4,NDE,142
BACH2,NDE,142
MID2,NDE,142
NEMF,NDE,142
CORO2A,NDE,142
ANKS1B,NDE,141
KYAT3,NDE,141
CCSER1,NDE,141
IKZF3,NF,141
LOC107985992,NF,140
LOC105373914,NF,140
WDR25,NDE,140
LINC02367,NF,140
CASP12,NDE,140
SUCLG2-AS1,NF,140
LOC105373831,NF,140
LOC105372797,NF,140
LOC105378639,NF,139
DIRC3-AS1,NF,139
ADAM12,NDE,139
PGBD3,NDE,139
LOC107986284,NF,139
FAM189A1,NDE,139
KCND2,NDE,138
OR2T8,NF,138
CCDC198,NDE,138
LOC101928896,NF,138
OR51B5,NF,138
METTL24,NF,137
GRM3,NDE,137
MUC19,NDE,137
DNAH14,NDE,136
CDHR2,NDE,136
TRIM40,NF,136
LYPD1,NDE,136
COL4A1,NDE,136
P4HA3-AS1,NF,135
PXDNL,NDE,135
IWS1,NDE,135
C10orf82,NF,135
LINC01950,NF,135
FCHO2,NDE,134
SIPA1L2,NDE,134
LINC01340,NF,134
LOC107986215,NF,134
CGN,NDE,134
CAV1,NDE,134
BPTF,NDE,134
PTPN14,NDE,134
LOC105374497,NF,134
NELL2,NDE,134
RFPL4B,NDE,133
TRIO,NDE,133
RAB18,NDE,133
C1QTNF2,NDE,133
RUVBL1,NDE,133
LOC102724465,NF,133
SEC61A1,NDE,133
CACNA2D3,NDE,132
LOC101927995,NF,132
BNIPL,NDE,132
VIPR1,NDE,132
CXCR6,NDE,132
LOC105373903,NF,132
SEC31B,NDE,132
ANKRD46,NDE,132
TEC,NDE,132
LOC105377013,NF,132
LOC102724653,NF,132
C16orf47,NF,132
CADPS,NDE,132
LOC107987223,NF,131
HCK,NDE,131
AHCYL2,NDE,131
LOC102724586,NF,131
CEP128,NDE,131
PTPRM,NDE,131
SULF1,NDE,130
CDYL,NDE,130
PPARA,NDE,130
TENM2,NDE,130
LOC105376078,NF,130
CLBA1,NF,130
LOC105372920,NF,130
SCN7A,NDE,130
LOC107987104,NF,130
INO80C,NDE,130
STPG4,NF,129
SERPINH1,NDE,129
LINC00114,NF,129
LOC107985592,NF,129
LOC105371649,NF,129
SEC62,NDE,128
TSFM,NDE,128
LOC105369140,NF,128
LINC00326,NDE,128
MAPK10,NDE,127
DCDC1,NDE,127
LOC105373074,NF,127
MSRA,NDE,127
ETNK1,NDE,127
PPP2R1B,NDE,126
CDH20,NF,126
CD80,NDE,126
AHI1,NDE,126
ARR3,NDE,126
CSNK2A1,NDE,126
ACAD8,NDE,126
LOC105370240,NF,126
PGR,NDE,126
RAB41,NDE,126
LOC339298,NF,126
LOC105370476,NF,125
LINC02490,NF,125
LOC105375244,NF,125
LOC105373652,NF,125
CD86,NDE,125
CDS1,NDE,125
RNF6,NDE,125
ROPN1L,NDE,124
SETD5,NDE,124
LINC01581,NF,124
LOC105371744,NF,124
LOC101928622,NF,123
LINC01475,NF,123
LINC02167,NF,123
ASZ1,NF,123
LOC105377977,NF,123
RBMXL1,NDE,123
LOC105370985,NF,123
ABCA4,NDE,123
ZNF221,NF,122
SLC25A48,NF,122
LOC105378872,NF,122
CELF4,NDE,121
LAMA2,NDE,121
LOC105378497,NF,121
ASAP2,NDE,121
SEZ6L,NDE,121
HNMT,NDE,121
PPP2R2B,NDE,121
NR2C1,NDE,121
LOC105374558,NF,120
PDZD2,NDE,120
LOC285423,NF,120
LOC107984422,NF,120
RBM23,NDE,120
LRRC4C,NDE,120
ADAMTS9,NDE,120
LOC105373611,NF,120
LUZP2,NF,119
LOC105377993,NF,119
EXO1,NDE,119
SGCZ,NDE,119
LOC105377992,NF,119
UPB1,NDE,119
LOC100507103,NF,119
NOC3L,NDE,119
TAP2,NDE,119
LOC101927358,NF,118
FAT3,NDE,118
LOC105373023,NF,118
LOC105369617,NF,118
TMEM72,NDE,118
FUT10,NDE,118
THSD7B,NDE,118
CKAP2L,NDE,118
CSF2RB,NDE,118
LOC105370842,NF,118
LOC105369717,NF,118
FBXO15,NDE,118
CRB1,NDE,117
PHF24,NDE,117
CASC11,NF,117
SYT9,NDE,117
FHOD3,NDE,117
MINOS1-NBL1,NF,116
SLC2A1,NDE,116
LRFN5,NDE,116
PHKA1,NDE,116
LINC02003,NF,116
LRRC59,NDE,116
OR52N4,NDE,116
CPQ,NDE,116
SIK2,NDE,115
PPP1R2P9,NF,115
USP53,NDE,115
LOC105372912,NF,115
ZNF397,NDE,115
ADAMTS17,NDE,115
LYPD6B,NDE,115
CMIP,NDE,114
LOC105376634,NF,114
KIF16B,NDE,114
LOC100128568,NF,114
BCRP2,NDE,114
EDNRB,NDE,114
TRPS1,NDE,113
LOC105379003,NF,113
ANK3,NDE,113
LOC105375753,NF,113
LOC105369750,NF,113
LOC105370661,NF,113
BMP5,NDE,113
TRIM24,NDE,113
CLNK,NDE,113
CASC20,NF,113
ABCC4,NDE,112
TGFBR2,NDE,112
LPAR5,NF,112
LOC105370114,NF,112
PTPRJ,NDE,112
CA10,NDE,112
ROS1,NDE,112
MEGF6,NDE,112
LOC105369631,NF,112
ACAN,NF,112
ERC1,NDE,112
JADE2,NDE,112
RNF212,NDE,111
MBTPS1,NDE,111
DSG1-AS1,NF,111
CDH3,NDE,111
CTSC,NDE,111
LOC107985417,NF,111
GABPA,NDE,111
MIR4527HG,NF,111
SNX13,NDE,111
NCDN,NDE,111
CENPU,NDE,111
EDIL3,NDE,111
CYHR1,NDE,111
CCDC81,NDE,110
HNRNPLL,NDE,110
PLCB1,NDE,110
SOX6,NDE,110
ANKLE2,NDE,110
RPS6KA6,NF,110
ZNF664-RFLNA,NF,110
LRRFIP2,NDE,110
CPXM2,NDE,110
SLC6A7,NF,110
PLPPR1,NDE,109
ENOX1-AS2,NF,109
KCTD9,NDE,109
SFSWAP,NDE,109
CAPN7,NDE,109
LOC102724068,NF,109
LOC105377284,NF,109
CYB5R4,NDE,109
LOC100507053,NF,109
LOC105377144,NF,109
CLVS1,NDE,109
WDR72,NDE,108
EPHB2,NDE,108
SERINC3,NDE,108
MIR1255A,NF,108
LIN52,NDE,108
ADH6,NDE,108
JMY,NDE,108
MICB,NDE,108
SACS,NDE,108
CDK5RAP2,NDE,108
GPM6A,NDE,107
LOC105369677,NF,107
EEF1AKMT4,NF,107
C9orf3,NF,107
CLSTN2,NF,107
ALG3,NDE,107
EEF1AKMT4-ECE2,NF,107
RNF219-AS1,NF,107
STRA8,NDE,107
ZNF155,NF,106
MEF2A,NDE,106
BCKDHB,NDE,106
KCNH1,NDE,106
LOC105371601,NF,106
JAKMIP1,NDE,106
FBXO4,NDE,105
FCGR2B,NDE,105
LOC102724530,NF,105
DIS3L2,NDE,105
LOC105376350,NF,105
GPR139,NDE,105
UNC13C,NDE,105
KIF4A,NDE,105
NETO1,NDE,104
LOC105374277,NF,104
LOC105371321,NF,104
LOC105376419,NF,104
TRIM44,NDE,104
C7orf49,NF,104
CHADL,NDE,104
AFG1L,NF,104
SAMD12,NDE,104
AMACR,NDE,104
L3MBTL2,NDE,104
SDK1,NDE,104
VRK2,NDE,104
LOC100506544,NF,104
SLC5A4,NF,103
TC2N,NDE,103
LARS2-AS1,NF,103
SLC5A4-AS1,NF,103
SMAD9,NDE,103
FAM71C,NF,103
EDNRA,NDE,103
MALRD1,NDE,103
ERICH6B,NF,103
DAPP1,NDE,103
TMEM117,NDE,103
ACCSL,NDE,103
HIRA,NDE,102
DISC1,NDE,102
FAM107B,NDE,102
LOC105371024,NF,102
MIR646HG,NF,102
TSNAX-DISC1,NF,102
TBC1D22A,NDE,102
LOC105372901,NF,102
RNF121,NDE,102
CHODL,NDE,102
LINC02347,NF,102
RGSL1,NF,102
MINOS1,NDE,102
LOC105372980,NF,102
PLXNA2,NDE,102
MAP4K5,NDE,101
RHBDD2,NDE,101
POM121C,NDE,101
MEIKIN,NF,101
LINC00307,NF,101
LINC00408,NF,101
MITF,NDE,101
L3MBTL4,NDE,101
ISX,NDE,101
PDE4B,NDE,101
DCAF6,NDE,100
WWC1,NDE,100
LOC105369798,NF,100
GPRC5D,NDE,100
LOC105376351,NF,100
GRM7,NDE,100
LOC101927636,NF,100
CD47,NDE,100
PXYLP1,NDE,100
EDAR,NF,100
POMP,NDE,100
FRMD6,NDE,100
UBR4,NDE,99
PAX7,NDE,99
PRAMENP,NF,99
KIAA0391,NDE,99
LOC105379007,NF,99
LOC102723516,NF,99
MFSD11,NDE,99
SERTAD2,NDE,99
SPRR2G,NDE,99
ISM1,NDE,99
DUOX1,NDE,99
TASP1,NF,99
LINC00870,NF,98
NXPH1,NDE,98
THSD7A,NDE,98
KLHL14,NDE,98
CDH4,NDE,98
LINC02212,NF,98
NWD2,NDE,97
MBNL1,NDE,97
CUL3,NDE,97
LOC107986781,NF,97
LOC105375334,NF,97
LINC01751,NF,97
LINC01546,NF,96
FBXL3,NDE,96
PRICKLE1,NDE,96
LOC107985520,NF,96
SERPINB13,NF,96
LOC105372777,NF,96
MPHOSPH6,NDE,96
ZNF385D,NDE,96
ADGRL2,NDE,96
HJURP,NDE,96
LOC107986458,NF,95
EPC2,NDE,95
SH3RF2,NDE,95
KLRD1,NDE,95
CIITA,NF,95
CTTNBP2NL,NDE,95
FRMPD1,NF,95
ARMC4,NDE,95
SLC26A5,NDE,95
WDR36,NDE,95
DEXI,NDE,95
PDE7B,NDE,94
GPR161,NDE,94
LOC105375974,NF,94
SDK2,NF,94
CUTC,NDE,94
CKLF-CMTM1,NF,94
LOC105375873,NF,94
C2CD5,NDE,94
SLC39A10,NDE,94
BNC2,NDE,94
LOC100506023,NF,94
SPATA5,NDE,94
GUCY2GP,NF,94
PDSS2,NDE,94
PCAT29,NF,94
TBCCD1,NDE,94
KAZN-AS1,NF,93
MIR100HG,NDE,93
RORB,NDE,93
LOC105371264,NF,93
AFM,NDE,93
LOC105379096,NF,93
LOC105374482,NF,93
DDAH1,NDE,93
LOC105377481,NF,93
ZFPM2-AS1,NF,93
MICAL2,NDE,92
PLXDC2,NDE,92
KCNIP4,NDE,92
CHI3L2,NDE,92
IGF2,NDE,92
LOC105378753,NF,92
ARHGEF9,NDE,92
KCTD8,NDE,92
INS-IGF2,NF,92
LOC105372640,NF,92
SUMF1,NDE,92
FSTL4,NDE,92
ELP1,NDE,92
LOC107987105,NF,91
COL4A2-AS1,NF,91
SLC44A5,NDE,91
TBC1D22B,NDE,91
CAMTA1,NDE,91
EEPD1,NDE,91
INCENP,NDE,91
GSTCD,NDE,91
PTPRC,NDE,91
LOC105375523,NF,91
ACTN2,NDE,91
LOC107985948,NF,91
LOC107986989,NF,91
CDC42EP3,NDE,91
HMGB1,NDE,91
SPOCK1,NDE,91
LOC107986241,NF,90
NCAPG2,NDE,90
CHN1,NDE,90
PSMB1,NDE,90
CUX1,NDE,90
TMPRSS11F,NDE,90
EGFEM1P,NF,90
LYZL4,NDE,90
TAOK3,NDE,89
CMTM1,NDE,89
UVRAG,NDE,89
YEATS2,NDE,89
SAP30BP,NDE,89
KLF12,NDE,89
SYBU,NDE,89
DARS,NDE,89
LOC107984125,NF,89
SLC4A4,NDE,89
FLJ37201,NF,89
DLEU1,NDE,89
LOC105379342,NF,89
FIGN,NDE,89
PTPRT,NDE,88
CD27,NDE,88
TAPBPL,NDE,88
LOC105371775,NF,88
LOC105374216,NF,88
CD27-AS1,NF,88
KC6,NDE,88
TTLL11,NDE,88
THSD4,NDE,88
LOC107984361,NF,88
C10orf126,NF,88
LOC100506422,NF,88
LOC100132078,NF,88
AGO4,NDE,87
ANKRD26P3,NF,87
GSTO1,NDE,87
LOC100130207,NF,87
WNT7A,NDE,87
LOC107984240,NF,86
MYPN,NDE,86
LOC105370759,NF,86
PTPRO,NDE,86
CASP5,NDE,86
LOC105373401,NF,86
ATP2C1,NDE,86
LOC105374869,NF,86
LOC107985224,NF,86
LINC01194,NF,85
LOC101928114,NF,85
ATP8A1,NDE,85
ROBO1,NDE,85
ARMC10,NDE,85
EYA2,NDE,85
TBC1D4,NDE,85
CKLF,NDE,85
MIR4464,NF,85
PTPA,NDE,84
ADGRD1,NDE,84
FBXO31,NDE,84
HEPHL1,NF,84
TMEM132E,NF,84
DNAH3,NF,84
COX14,NDE,84
FRMD6-AS2,NF,84
BICC1,NDE,84
LINC02098,NF,84
LOC101929007,NF,84
LAMB4,NF,84
CBLN4,NDE,84
CNMD,NDE,84
GHR,NDE,84
GMDS-AS1,NDE,84
ACSM5,NDE,84
CUBN,NDE,84
HIPK2,NDE,83
SLC13A3,NDE,83
LRG1,NDE,82
DCP2,NDE,82
LOC107984431,NF,82
CTTNBP2,NDE,82
PABPC4L,NDE,82
RALGPS1,NDE,82
LOC105369812,NF,82
DOCK7,NDE,81
LOC105376144,NF,81
CADM2,NDE,81
TRIM14,NDE,81
PTPRR,NDE,81
JAZF1,NDE,81
SWT1,NDE,81
LOC105378311,NF,81
KRT73,NF,80
KCNJ6,NF,80
TXNRD1,NDE,80
BPIFB6,NF,80
KRT73-AS1,NF,80
PPARGC1A,NDE,80
LOC107987166,NF,80
TIMP2,NDE,80
RPL34,NDE,80
RPS20,NDE,80
LINC02308,NF,80
LOC105370529,NF,80
RYR2,NDE,80
LOC105369942,NF,80
LOC105372633,NF,80
CFAP100,NF,80
LOC105374089,NF,80
LOC101928106,NF,80
LINC01781,NF,79
EVL,NDE,79
LINC00671,NDE,79
LOC107984606,NF,79
SUSD4,NDE,79
PARP15,NDE,79
MAP2K1,NDE,79
LOC105375716,NF,79
DDX46,NDE,79
EPB41,NDE,79
NRG3,NDE,79
PSD3,NDE,79
LOC105373830,NF,79
SMCO2,NF,78
HUNK,NDE,78
FBP2,NDE,78
DCC,NDE,78
RNGTT,NDE,78
PAAF1,NDE,78
LOC550113,NF,78
DLGAP2,NF,78
LOC105372083,NF,78
ADD3,NDE,77
TRPC5OS,NF,77
SLC6A13,NDE,77
MAP3K14,NDE,77
HECW2,NDE,77
TMEM63A,NF,77
STEAP1B,NDE,77
ANKRD34C-AS1,NF,77
CLEC16A,NDE,77
KMT2E,NDE,77
CREG2,NDE,77
GABRB3,NDE,77
LOC105372074,NF,77
STXBP6,NDE,77
LOC107986901,NF,77
CCL5,NDE,77
EPX,NDE,77
MAP3K14-AS1,NDE,77
PADI4,NF,77
LOC101929227,NF,76
TCF12,NDE,76
LOC105376279,NF,76
GSTO2,NDE,76
USP54,NDE,76
LOC105377986,NF,76
LOC105369506,NF,76
SF1,NDE,76
SPECC1L,NDE,76
CPED1,NDE,76
LOC105370982,NF,76
LOC105377721,NF,76
GSK3B,NDE,76
LINC01376,NF,76
IVNS1ABP,NDE,75
MIR190B,NF,75
LOC105369809,NF,75
PARP11,NDE,75
CATSPERG,NF,75
PCOLCE2,NDE,75
TTC7B,NDE,75
NCEH1,NDE,75
ERBB4,NDE,75
LOC105372614,NF,75
BTC,NDE,75
LOC105376449,NF,75
C9orf135,NF,75
C17orf51,NF,75
FAM193A,NDE,74
PAPPA,NDE,74
ZSCAN25,NDE,74
SLC9A2,NDE,74
LOC101928453,NF,74
WDR11-AS1,NF,74
ST3GAL1,NDE,74
LOC107985882,NF,74
LINC01428,NF,74
CDC123,NDE,74
NOTCH2,NDE,74
CNTN4,NDE,74
MCUB,NDE,74
LOC107984079,NF,74
SLC14A2,NDE,74
SEMA5A,NDE,73
LOC107984195,NF,73
TMEM138,NDE,73
PDZRN4,NDE,73
PRKXP1,NDE,73
VWCE,NDE,73
CACNB4,NDE,73
CDYL2,NF,73
LINC01876,NF,73
MLIP,NDE,73
ENPP2,NDE,73
GPR149,NF,73
LOC105377871,NF,72
LOC105369435,NF,72
MYOF,NDE,72
LINC01899,NF,72
SLC24A4,NDE,72
SAMD4A,NDE,72
RFX3,NDE,72
LINC00376,NF,72
FCRL5,NDE,72
ELAVL2,NDE,72
ANGPTL3,NDE,72
VWDE,NDE,72
WDR75,NDE,72
RASGEF1C,NF,72
ADD3-AS1,NF,72
RBM20,NDE,72
CCDC150,NDE,71
MLLT3,NDE,71
BTBD11,NDE,71
PLB1,NF,71
ATP1A1-AS1,NF,71
LOC107986449,NF,71
ESS2,NDE,71
LOC105371664,NF,71
NME9,NF,71
BNIP2,NDE,71
EXTL3,NDE,71
ACADL,NDE,71
MAGI3,NDE,71
MYH14,NDE,71
IQSEC1,NDE,71
MEIS2,NDE,71
LOC101928278,NF,71
LOC102723341,NF,71
ANK1,NDE,71
LOC107985981,NF,71
LHX9,NDE,71
LTBP1,NDE,71
NDE1,NDE,70
SLC1A2,NDE,70
NAV3,NDE,70
GRXCR1,NDE,70
LOC105379160,NF,70
LOC101927263,NF,70
DSCAM,NF,70
LOC100506444,NF,70
LOC101929077,NF,70
HNRNPUL2-BSCL2,NF,70
CUX2,NDE,70
ZNF225,NDE,70
HNRNPUL2,NDE,70
CERNA3,NF,70
CSGALNACT1,NDE,70
LRRC7,NDE,70
COL16A1,NDE,70
LOC105370439,NF,70
USP10,NDE,70
SNORD54,NDE,70
TTC9C,NDE,70
VPS50,NDE,69
MPRIP,NDE,69
LOC105377949,NF,69
C16orf74,NF,69
ALDH16A1,NF,69
LIPE-AS1,NF,69
LOC107987282,NF,69
DPYD,NDE,69
MTFR2,NDE,69
SLC6A11,NDE,69
CRISPLD2,NDE,69
SPRED2,NF,69
ACMSD,NDE,69
PTPRG,NDE,69
LOC105370003,NF,69
LOC105370563,NF,69
CXCL8,NDE,69
PITPNC1,NDE,69
LRCH1,NDE,69
LOC107986952,NF,68
CTC-338M12.4,NF,68
ELN,NDE,68
SOS1,NDE,68
ZNF761,NDE,68
PPARG,NDE,68
INHBA-AS1,NF,68
CDC14A,NDE,68
EPHA3,NDE,68
COL19A1,NDE,68
CDH12,NDE,68
SGCD,NDE,68
MAGI1,NDE,68
GRAMD1C,NDE,68
ZNF765-ZNF761,NF,68
LINC00434,NF,68
BCAS3,NDE,68
LPP,NDE,68
MAP7,NDE,68
LOC105374997,NF,67
ATMIN,NDE,67
MAP3K9,NDE,67
BIVM-ERCC5,NF,67
DYNC2H1,NDE,67
LOC105372364,NF,67
MSI2,NDE,67
LOC105370275,NF,67
TXNDC16,NDE,67
LOC105371197,NF,67
PAG1,NDE,67
AIM1,NDE,67
CECR2,NF,67
CDH7,NDE,67
ONECUT2,NDE,67
CDC42BPB,NDE,67
LOC105369656,NF,67
ITSN1,NDE,66
USH2A,NDE,66
NLGN1,NDE,66
RGS6,NF,66
WDHD1,NDE,66
CHST8,NDE,66
LOC105377509,NF,66
ADAMTS19,NDE,66
PDE1A,NDE,66
LOC105372639,NF,66
LINC01847,NF,66
RAB28,NDE,66
LOC105369995,NF,66
